Source,Target,Weight
Mr. Hurst,Mr. Gardiner,0.005357142857142858
Mr. Hurst,Mr. Phillips,0.005357142857142858
Mr. Hurst,Mrs. Phillips,0.005357142857142858
Mr. Hurst,Fitzwilliam,0.005357142857142858
Mr. Hurst,Colonel Forster,0.005357142857142858
Mr. Hurst,Mrs. Forster,0.005357142857142858
Mr. Hurst,Mr. Jones,0.005357142857142858
Lucases,Mr. Darcy,0.007948606271777004
Lucases,Mr. Bingley,0.007698740653286108
Lucases,Elizabeth,0.010260989010989012
Lucases,Miss Bingley,0.00973858615611193
Lucases,Lydia,0.01281328320802005
Lucases,Lady Catherine,0.005357142857142858
Lucases,Mary,0.014907704654895666
Lucases,Georgiana,0.005357142857142858
Lucases,Collins,0.01798090523338048
Lucases,Charlotte,0.018957142857142856
Lucases,Mr. Wickham,0.005357142857142858
Lucases,Miss de Bourgh,0.005357142857142858
Lucases,Mr. Bennet,0.005357142857142858
Lucases,Mrs. Bennet,0.018638392857142857
Lucases,Jane,0.013943001443001445
Lucases,Louisa,0.005357142857142858
Lucases,Mr. Hurst,0.005357142857142858
Lucases,Lucases,0.005357142857142858
Lucases,Miss Lucas,0.03466748768472906
Lucases,Sir William,0.005357142857142858
Lucases,Mrs. Gardiner,0.005357142857142858
Lucases,Mr. Gardiner,0.005357142857142858
Lucases,Mr. Phillips,0.005357142857142858
Lucases,Mrs. Phillips,0.043993506493506494
Lucases,Fitzwilliam,0.005357142857142858
Lucases,Colonel Forster,0.005357142857142858
Lucases,Mrs. Forster,0.005357142857142858
Lucases,Mr. Jones,0.005357142857142858
Miss Lucas,Mr. Darcy,0.013131533101045296
Miss Lucas,Mr. Bingley,0.01004033844942936
Miss Lucas,Elizabeth,0.018434065934065935
Miss Lucas,Miss Bingley,0.00973858615611193
Miss Lucas,Lydia,0.01281328320802005
Miss Lucas,Lady Catherine,0.02403846153846154
Miss Lucas,Mary,0.005357142857142858
Miss Lucas,Georgiana,0.005357142857142858
Miss Lucas,Collins,0.03481258840169731
Miss Lucas,Charlotte,0.18215714285714285
Miss Lucas,Mr. Wickham,0.005357142857142858
Miss Lucas,Miss de Bourgh,0.005357142857142858
Miss Lucas,Mr. Bennet,0.005357142857142858
Miss Lucas,Mrs. Bennet,0.031919642857142855
Miss Lucas,Jane,0.005357142857142858
Miss Lucas,Louisa,0.005357142857142858
Miss Lucas,Mr. Hurst,0.005357142857142858
Miss Lucas,Lucases,0.0863095238095238
Miss Lucas,Miss Lucas,0.005357142857142858
Miss Lucas,Sir William,0.025124584717607975
Miss Lucas,Mrs. Gardiner,0.005357142857142858
Miss Lucas,Mr. Gardiner,0.005357142857142858
Miss Lucas,Mr. Phillips,0.005357142857142858
Miss Lucas,Mrs. Phillips,0.005357142857142858
Miss Lucas,Fitzwilliam,0.005357142857142858
Miss Lucas,Colonel Forster,0.07619047619047618
Miss Lucas,Mrs. Forster,0.005357142857142858
Miss Lucas,Mr. Jones,0.005357142857142858
Sir William,Mr. Darcy,0.015722996515679443
Sir William,Mr. Bingley,0.01238193624557261
Sir William,Elizabeth,0.021703296703296706
Sir William,Miss Bingley,0.005357142857142858
Sir William,Lydia,0.005357142857142858
Sir William,Lady Catherine,0.02403846153846154
Sir William,Mary,0.005357142857142858
Sir William,Georgiana,0.005357142857142858
Sir William,Collins,0.06006011315417256
Sir William,Charlotte,0.032557142857142854
Sir William,Mr. Wickham,0.005357142857142858
Sir William,Miss de Bourgh,0.07074175824175824
Sir William,Mr. Bennet,0.02344224924012158
Sir William,Mrs. Bennet,0.005357142857142858
Sir William,Jane,0.01108104858104858
Sir William,Louisa,0.005357142857142858
Sir William,Mr. Hurst,0.005357142857142858
Sir William,Lucases,0.005357142857142858
Sir William,Miss Lucas,0.02001231527093596
Sir William,Sir William,0.005357142857142858
Sir William,Mrs. Gardiner,0.005357142857142858
Sir William,Mr. Gardiner,0.005357142857142858
Sir William,Mr. Phillips,0.005357142857142858
Sir William,Mrs. Phillips,0.005357142857142858
Sir William,Fitzwilliam,0.005357142857142858
Sir William,Colonel Forster,0.07619047619047618
Sir William,Mrs. Forster,0.005357142857142858
Sir William,Mr. Jones,0.005357142857142858
Mrs. Gardiner,Mr. Darcy,0.013131533101045296
Mrs. Gardiner,Mr. Bingley,0.01238193624557261
Mrs. Gardiner,Elizabeth,0.028241758241758244
Mrs. Gardiner,Miss Bingley,0.014120029455081003
Mrs. Gardiner,Lydia,0.01281328320802005
Mrs. Gardiner,Lady Catherine,0.005357142857142858
Mrs. Gardiner,Mary,0.005357142857142858
Mrs. Gardiner,Georgiana,0.005357142857142858
Mrs. Gardiner,Collins,0.009565063649222067
Mrs. Gardiner,Charlotte,0.005357142857142858
